City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
286,Kitimat,CA,54.05,-128.65,50.0,93,75,8.05,light rain,0.0,0
287,Adrar,MR,20.5,-10.07,101.48,23,23,4.18,few clouds,0.0,0
288,Chegutu,ZW,-18.13,30.14,74.88,20,0,10.27,clear sky,0.0,0
289,Brus Laguna,HN,15.75,-84.48,82.06,80,100,1.41,overcast clouds,0.0,0
290,Jiuquan,CN,39.74,98.52,79.68,20,89,8.1,overcast clouds,0.0,0
291,Rio Gallegos,AR,-51.62,-69.22,23.0,92,0,9.17,clear sky,0.0,0
292,Kichera,RU,55.94,110.1,65.7,73,34,1.23,scattered clouds,0.0,0
293,Sayyan,YE,15.17,44.32,78.1,24,97,1.36,overcast clouds,0.0,0
294,Brae,GB,60.4,-1.35,53.6,93,75,12.75,broken clouds,0.0,0
295,Yulara,AU,-25.24,130.99,48.2,63,0,8.05,clear sky,0.0,0
296,Chipinge,ZW,-20.19,32.62,62.53,38,0,7.99,clear sky,0.0,0
297,Hvide Sande,DK,56.0,8.13,64.0,77,75,18.34,broken clouds,0.0,0
298,Biysk,RU,52.54,85.21,65.82,75,5,1.81,clear sky,0.0,0
299,Raga,SS,8.46,25.68,83.77,65,99,3.8,overcast clouds,0.0,0
300,Petaling Jaya,MY,3.11,101.61,84.2,74,20,4.7,few clouds,0.0,0
301,Kampot,KH,10.62,104.18,80.6,83,75,4.7,broken clouds,0.0,0
302,Makakilo City,US,21.35,-158.09,78.8,73,1,3.36,clear sky,0.0,0
303,Cidreira,BR,-30.18,-50.21,61.83,93,77,8.93,light rain,0.14,0
304,Villazon,BO,-22.09,-65.59,45.63,36,0,9.15,clear sky,0.0,0
305,Anahuac,MX,27.23,-100.15,78.8,88,5,11.41,clear sky,0.0,0
306,Walvis Bay,NA,-22.96,14.51,69.8,49,0,12.75,clear sky,0.0,0
307,Palu,ID,-0.89,119.87,76.3,83,100,1.57,moderate rain,1.08,0
308,Wagar,SD,16.15,36.2,105.57,18,1,14.47,clear sky,0.0,0
309,Moree,AU,-29.47,149.85,46.4,87,0,2.24,clear sky,0.0,0
310,Alofi,NU,-19.06,-169.92,71.6,94,96,21.92,overcast clouds,0.0,0
311,Mount Isa,AU,-20.73,139.5,55.4,37,0,5.82,clear sky,0.0,0
312,Meulaboh,ID,4.14,96.13,78.26,84,100,5.35,overcast clouds,0.0,0
313,Canutama,BR,-6.53,-64.38,79.07,74,95,0.29,overcast clouds,0.0,0
314,Galesburg,US,40.95,-90.37,73.0,82,1,4.7,clear sky,0.0,0
315,Ermelo,ZA,-26.53,29.98,58.12,29,0,5.37,clear sky,0.0,0
316,Miles City,US,46.41,-105.84,66.2,55,1,19.46,clear sky,0.0,0
317,Tucuma,BR,-0.18,-50.05,84.92,66,0,7.7,clear sky,0.0,0
318,Narsaq,GL,60.92,-46.05,55.4,71,98,4.7,overcast clouds,0.0,0
319,Visnes,NO,59.36,5.22,57.2,87,75,19.46,broken clouds,0.0,0
320,Sibi,PK,29.54,67.88,110.44,18,21,11.41,few clouds,0.0,0
321,Kuytun,RU,54.34,101.5,61.05,69,0,6.38,clear sky,0.0,0
322,Hami,CN,42.8,93.45,85.68,24,0,11.01,clear sky,0.0,0
323,Jalingo,NG,8.88,11.37,82.33,75,100,5.79,moderate rain,1.27,0
324,Moro,PK,26.66,68.0,107.6,36,63,9.17,haze,0.0,0
325,Guerrero Negro,MX,27.98,-114.06,72.93,62,0,10.85,clear sky,0.0,0
326,Alindao,CF,5.03,21.21,83.48,71,5,4.16,clear sky,0.0,0
327,Sao Joao Da Barra,BR,-21.64,-41.05,77.0,57,45,9.17,scattered clouds,0.0,0
328,Toamasina,MG,-18.17,49.38,69.8,94,75,4.7,light rain,0.0,0
329,Tiksi,RU,71.69,128.87,57.7,75,22,2.71,light rain,0.3,0
330,Banamba,ML,13.55,-7.45,93.76,38,3,8.79,clear sky,0.0,0
331,Wasilla,US,61.58,-149.44,55.4,93,90,3.36,light rain,0.25,0
332,Sharjah,AE,25.36,55.4,104.0,33,0,13.87,clear sky,0.0,0
333,Ballina,AU,-28.87,153.57,59.0,93,100,6.73,overcast clouds,0.0,0
334,Kingman,US,35.19,-114.05,88.0,23,1,3.36,clear sky,0.0,0
335,Tecoanapa,MX,16.52,-98.75,79.23,80,94,3.22,overcast clouds,0.0,0
336,Alice Springs,AU,-23.7,133.88,41.0,52,0,3.36,clear sky,0.0,0
337,Sistranda,NO,63.73,8.83,53.01,87,75,13.87,shower rain,0.0,0
338,Zhanakorgan,KZ,43.91,67.25,93.61,12,0,20.2,clear sky,0.0,0
339,Copiapo,CL,-27.37,-70.33,48.2,93,90,5.82,fog,0.0,0
340,Esperance,AU,-33.87,121.9,56.8,50,91,16.55,overcast clouds,0.0,0
341,Komsomolskiy,UZ,40.43,71.72,91.4,19,100,9.17,overcast clouds,0.0,0
342,Arman,RU,59.7,150.17,53.1,88,15,0.89,few clouds,0.0,0
343,San Jose De Guanipa,VE,8.89,-64.17,81.93,69,11,11.12,light rain,0.93,0
344,Llandrindod Wells,GB,52.24,-3.38,70.0,49,94,3.0,overcast clouds,0.0,0
345,Ponta Delgada,PT,37.73,-25.67,73.4,60,75,10.29,broken clouds,0.0,0
346,San Ramon,US,37.78,-121.98,62.01,48,1,3.36,clear sky,0.0,0
347,Ulaanbaatar,MN,47.91,106.88,66.2,68,20,6.71,few clouds,0.0,0
348,Yecla,ES,38.61,-1.11,86.0,45,40,5.99,light rain,0.18,0
349,Havoysund,NO,71.0,24.66,59.0,54,46,13.87,scattered clouds,0.0,0
350,Port-Gentil,GA,-0.72,8.78,78.8,83,90,16.17,overcast clouds,0.0,0
351,Praia Da Vitoria,PT,38.73,-27.07,75.2,57,40,12.17,scattered clouds,0.0,0
352,Bonavista,CA,48.65,-53.11,60.01,85,65,11.01,broken clouds,0.0,0
353,Banjar,ID,-8.19,114.97,78.8,100,40,10.29,scattered clouds,0.0,0
354,Nouadhibou,MR,20.93,-17.03,74.34,77,26,6.4,scattered clouds,0.0,0
355,Tchollire,CM,8.4,14.17,83.73,70,26,4.21,moderate rain,1.37,0
356,Hofn,IS,64.25,-15.21,57.2,82,20,4.7,few clouds,0.0,0
357,Bilma,NE,18.69,12.92,103.03,18,62,6.96,broken clouds,0.0,0
358,Vila Velha,BR,-20.33,-40.29,78.8,65,20,12.75,few clouds,0.0,0
359,Caravelas,BR,-17.71,-39.25,79.74,54,7,5.17,clear sky,0.0,0
360,Avera,US,33.19,-82.53,78.8,83,1,4.88,clear sky,0.0,0
361,Batagay,RU,67.63,134.63,65.21,88,100,2.08,light rain,0.26,0
362,Forio,IT,40.73,13.86,87.01,85,0,11.99,clear sky,0.0,0
363,Guspini,IT,39.54,8.63,98.6,17,20,19.46,few clouds,0.0,0
364,Tutoia,BR,-2.76,-42.27,85.64,56,53,5.12,broken clouds,0.0,0
365,Teguise,ES,29.06,-13.56,82.4,58,20,20.8,few clouds,0.0,0
366,Loubomo,CG,-4.2,12.67,81.91,57,97,5.75,overcast clouds,0.0,0
367,Genhe,CN,50.78,121.52,65.14,50,0,2.21,clear sky,0.0,0
368,San Patricio,MX,19.22,-104.7,77.0,83,75,6.93,broken clouds,0.0,0
369,Waingapu,ID,-9.66,120.26,76.12,81,37,8.59,scattered clouds,0.0,0
370,Moose Factory,CA,51.26,-80.61,51.8,93,90,8.05,overcast clouds,0.0,0
371,Taltal,CL,-25.4,-70.48,64.49,46,9,4.43,clear sky,0.0,0
372,Mancora,PE,-4.11,-81.05,71.65,73,62,5.61,broken clouds,0.0,0
373,Madras,IN,13.09,80.28,80.6,94,75,4.7,mist,0.0,0
374,Woodstock,CA,43.13,-80.75,72.0,77,75,10.29,broken clouds,0.0,0
375,Wuxue,CN,29.85,115.55,79.38,88,100,2.37,overcast clouds,0.0,0
376,New Richmond,US,45.12,-92.54,71.01,77,1,2.86,clear sky,0.0,0
377,Aden,YE,12.78,45.04,88.77,70,0,5.23,clear sky,0.0,0
378,Chiredzi,ZW,-21.05,31.67,71.17,26,0,8.88,clear sky,0.0,0
379,Zhangye,CN,38.93,100.45,79.3,25,5,5.01,clear sky,0.0,0
380,Poanas,MX,25.77,-103.62,78.8,34,40,4.7,scattered clouds,0.0,0
381,Grand Gaube,MU,-20.01,57.66,73.0,67,0,7.0,clear sky,0.0,0
382,Hobyo,SO,5.35,48.53,82.31,69,93,29.3,overcast clouds,0.0,0
383,Sorland,NO,67.67,12.69,53.6,76,0,8.05,clear sky,0.0,0
384,Aitape,PG,-3.14,142.35,78.71,80,100,2.77,overcast clouds,0.0,0
385,Concordia,AR,-31.39,-58.02,48.2,76,43,8.05,scattered clouds,0.0,0
386,Broome,US,42.25,-75.83,75.0,82,40,11.41,scattered clouds,0.0,0
387,Dawei,MM,14.08,98.2,79.48,85,100,1.92,moderate rain,1.79,0
388,Sao Borja,BR,-28.66,-56.0,64.4,91,72,6.85,broken clouds,0.0,0
389,Teguldet,RU,57.31,88.17,67.73,71,17,3.96,few clouds,0.0,0
390,Shevchenko,UA,48.5,35.0,93.2,26,0,6.71,clear sky,0.0,0
391,Eenhana,NA,-17.47,16.33,84.2,13,0,3.36,clear sky,0.0,0
392,Merauke,ID,-8.47,140.33,76.95,87,99,14.45,light rain,0.34,0
393,Sorong,ID,-0.88,131.25,77.94,84,100,6.64,overcast clouds,0.0,0
394,Nakhon Phanom,TH,17.41,104.78,80.6,83,75,4.7,broken clouds,0.0,0
395,Rosario,AR,-32.95,-60.64,51.01,48,0,3.36,clear sky,0.0,0
396,Pitkyaranta,RU,61.57,31.48,62.92,60,100,9.98,overcast clouds,0.0,0
397,Kysyl-Syr,RU,63.9,122.76,68.5,53,41,4.65,scattered clouds,0.0,0
398,Vao,NC,-22.67,167.48,71.13,81,0,20.58,clear sky,0.0,0
399,Shelbyville,US,35.48,-86.46,66.99,100,90,10.29,mist,0.0,0
400,Danilovka,RU,50.36,44.12,88.9,46,0,11.14,clear sky,0.0,0
401,Kuvandyk,RU,51.48,57.36,90.48,42,1,7.36,clear sky,0.0,0
402,North Bend,US,43.41,-124.22,57.0,93,90,9.17,overcast clouds,0.0,0
403,Baillif,GP,16.02,-61.75,82.4,88,75,11.41,light rain,0.0,0
404,Portland,US,45.52,-122.68,62.01,81,100,1.01,overcast clouds,0.0,0
405,Victoria,HK,22.29,114.16,86.0,74,37,5.01,light rain,0.15,0
406,Ormoz,SI,46.41,16.15,73.99,40,0,5.82,clear sky,0.0,0
407,Stephenville,US,32.22,-98.2,79.0,61,1,10.29,clear sky,0.0,0
408,Plettenberg Bay,ZA,-34.05,23.37,66.18,30,0,6.06,clear sky,0.0,0
409,Manzhouli,CN,49.6,117.43,64.78,83,74,2.28,light rain,0.38,0
410,Tevaitoa,PF,-16.78,-151.5,79.5,73,100,17.43,overcast clouds,0.0,0
411,Synya,RU,65.37,58.04,64.47,84,22,9.35,light rain,0.9,0
412,Yar-Sale,RU,66.83,70.83,61.97,58,35,3.53,scattered clouds,0.0,0
413,Kieta,PG,-6.22,155.63,79.38,78,100,7.92,moderate rain,1.23,0
414,Lake Charles,US,30.21,-93.2,82.99,88,5,10.29,clear sky,0.0,0
415,Durham,US,36.03,-78.87,80.6,61,20,3.36,few clouds,0.0,0
416,Haines Junction,CA,60.75,-137.51,46.63,77,84,2.91,broken clouds,0.0,0
417,Pakxan,LA,18.38,103.66,77.54,89,100,1.7,light rain,0.53,0
418,Puerto Princesa,PH,9.74,118.74,81.23,76,100,0.31,moderate rain,1.07,0
419,Inuvik,CA,68.35,-133.72,48.2,76,75,6.93,broken clouds,0.0,0
420,Salinopolis,BR,-0.61,-47.36,84.76,67,0,9.51,clear sky,0.0,0
421,Bolivar,US,37.61,-93.41,79.0,65,6,9.51,clear sky,0.0,0
422,North Branch,US,45.51,-92.98,68.0,81,0,3.76,clear sky,0.0,0
423,Chino Valley,US,34.76,-112.45,71.01,52,1,1.28,clear sky,0.0,0
424,Krasnoselkup,RU,65.7,82.47,63.99,59,99,6.98,overcast clouds,0.0,0
425,Northam,GB,51.03,-4.22,68.0,62,97,4.0,overcast clouds,0.0,0
426,Saint-Joseph,RE,-21.37,55.62,75.2,69,34,3.36,light rain,0.12,0
427,Paracatu,BR,-17.22,-46.87,75.61,42,31,6.76,scattered clouds,0.0,0
428,Bandarbeyla,SO,9.49,50.81,86.85,54,23,31.61,few clouds,0.0,0
429,Cedartown,US,34.05,-85.25,78.01,87,11,4.25,few clouds,0.0,0
430,Coihaique,CL,-45.58,-72.07,28.4,92,20,2.24,few clouds,0.0,0
431,Axim,GH,4.87,-2.24,77.74,79,98,9.86,overcast clouds,0.0,0
432,Ilulissat,GL,69.22,-51.1,48.2,70,42,6.93,scattered clouds,0.0,0
433,Vardo,NO,70.37,31.11,47.91,88,57,9.66,broken clouds,0.0,0
434,Kurdzhinovo,RU,43.99,40.96,71.55,83,100,4.05,light rain,0.82,0
435,Tomatlan,MX,19.93,-105.25,77.95,89,100,2.15,overcast clouds,0.0,0
436,Dunmore Town,BS,25.5,-76.65,84.4,75,100,19.69,overcast clouds,0.0,0
437,Mbini,GQ,1.57,9.61,79.39,81,79,11.25,light rain,0.8,0
438,Ortona,IT,42.35,14.4,80.01,65,26,6.93,scattered clouds,0.0,0
439,Mosetse,BW,-20.75,26.65,70.99,19,0,14.12,clear sky,0.0,0
440,Madimba,TZ,-10.4,40.33,79.2,66,19,13.4,few clouds,0.0,0
441,Koslan,RU,63.46,48.9,61.99,63,100,14.83,overcast clouds,0.0,0
442,Muros,ES,42.78,-9.06,88.0,47,0,7.0,clear sky,0.0,0
443,Nishihara,JP,26.18,127.76,84.2,83,40,9.17,scattered clouds,0.0,0
444,Iqaluit,CA,63.75,-68.51,53.6,81,75,11.41,broken clouds,0.0,0
445,Yuci,CN,37.68,112.73,68.0,82,40,6.71,scattered clouds,0.0,0
446,Iracoubo,GF,5.48,-53.2,81.09,84,92,8.3,light rain,0.91,0
447,Prado,BR,-17.34,-39.22,78.6,59,5,5.21,clear sky,0.0,0
448,Malavalli,IN,12.38,77.08,80.6,65,20,6.93,few clouds,0.0,0
449,Goure,NE,13.98,10.27,88.0,64,57,3.0,broken clouds,0.0,0
450,Linqing,CN,36.85,115.71,70.41,88,73,5.3,broken clouds,0.0,0
451,Road Town,VG,18.42,-64.62,84.99,83,40,11.41,shower rain,0.0,0
452,Razole,IN,16.48,81.83,84.49,79,100,3.8,overcast clouds,0.0,0
453,Mamakan,RU,57.82,114.0,68.29,75,45,3.91,light rain,0.22,0
454,Beloha,MG,-25.17,45.05,78.3,38,14,13.56,few clouds,0.0,0
455,Belaya Gora,RU,68.53,146.42,63.36,58,100,8.32,overcast clouds,0.0,0
456,Lulea,SE,65.58,22.15,62.6,67,100,12.75,overcast clouds,0.0,0
457,Mandurah,AU,-32.55,115.7,64.0,71,12,4.0,light rain,0.5,0
458,Ahipara,NZ,-35.17,173.17,55.13,88,58,8.14,broken clouds,0.0,0
459,Palmer,US,42.16,-72.33,81.0,69,40,8.05,scattered clouds,0.0,0
460,Tshikapa,CD,-6.42,20.8,91.58,36,74,3.36,broken clouds,0.0,0
461,Ostrovnoy,RU,68.05,39.51,54.64,75,88,13.06,overcast clouds,0.0,0
462,Rudnichnyy,RU,59.62,52.47,77.76,62,32,9.93,scattered clouds,0.0,0
463,Maxixe,MZ,-23.86,35.35,71.6,56,40,18.34,scattered clouds,0.0,0
464,Muravlenko,RU,63.79,74.52,67.44,51,48,5.99,scattered clouds,0.0,0
465,Vila Do Maio,CV,15.13,-23.22,82.4,58,75,10.29,broken clouds,0.0,0
466,Marrakesh,MA,31.63,-8.01,102.2,22,48,6.93,scattered clouds,0.0,0
467,Fairbanks,US,64.84,-147.72,52.0,81,20,3.36,few clouds,0.0,0
468,Qasigiannguit,GL,68.82,-51.19,48.2,70,58,6.93,broken clouds,0.0,0
469,Lufkin,US,31.34,-94.73,80.01,88,1,4.7,clear sky,0.0,0
470,Bhadrak,IN,21.06,86.51,89.87,62,100,7.96,light rain,0.27,0
471,Mujiayingzi,CN,42.12,118.78,71.62,58,99,7.67,overcast clouds,0.0,0
472,Beringovskiy,RU,63.05,179.32,47.32,91,89,7.14,overcast clouds,0.0,0
473,Brownsville,US,25.9,-97.5,84.0,94,1,8.05,clear sky,0.0,0
474,La Vega,DO,19.22,-70.53,82.4,69,20,9.17,few clouds,0.0,0
475,Pangai,TO,-19.8,-174.35,74.97,79,48,27.85,scattered clouds,0.0,0
476,Nizhniy Baskunchak,RU,48.22,46.83,100.45,16,54,14.03,broken clouds,0.0,0
477,Castanos,MX,26.78,-101.42,84.99,51,20,4.7,few clouds,0.0,0
478,Ambagarh Chauki,IN,20.78,80.72,82.99,72,98,3.94,overcast clouds,0.0,0
479,Belmonte,BR,-15.86,-38.88,75.2,78,40,4.7,shower rain,0.0,0
480,Valley City,US,46.92,-98.0,68.0,100,1,6.93,clear sky,0.0,0
481,Ha Tinh,VN,18.33,105.9,82.26,80,100,5.37,overcast clouds,0.0,0
482,Ondo,NG,7.1,4.83,82.13,75,77,5.06,moderate rain,1.37,0
483,Santiago Del Estero,AR,-27.8,-64.26,59.65,66,100,3.06,overcast clouds,0.0,0
484,Saurimo,AO,-9.66,20.39,90.77,17,0,6.24,clear sky,0.0,0
485,Hovsan,AZ,40.37,50.09,91.4,31,0,6.93,clear sky,0.0,0
486,Veraval,IN,20.9,70.37,84.56,81,0,16.15,clear sky,0.0,0
487,Moerai,PF,-22.43,-151.33,73.8,79,2,9.08,clear sky,0.0,0
488,Kulhudhuffushi,MV,6.62,73.07,84.22,66,100,2.89,overcast clouds,0.0,0
489,Santa Cruz De La Palma,ES,28.68,-17.76,77.0,65,20,14.99,few clouds,0.0,0
490,Kizilskoye,RU,52.73,58.89,85.35,55,0,5.14,clear sky,0.0,0
491,Lipari,IT,38.47,14.95,86.0,67,0,1.99,clear sky,0.0,0
492,Barcelos,PT,41.54,-8.62,93.0,69,0,8.05,clear sky,0.0,0
493,Zyryanka,RU,65.75,150.85,61.32,58,0,7.85,clear sky,0.0,0
494,Sanlucar La Mayor,ES,37.39,-6.2,100.0,26,0,5.82,clear sky,0.0,0
495,Ascension,US,30.22,-90.9,84.2,79,23,4.97,light rain,0.11,0
496,Luwuk,ID,-0.95,122.79,77.7,78,100,5.03,light rain,0.28,0
497,Booue,GA,-0.09,11.94,82.72,71,100,3.0,light rain,0.59,0
498,Mirnyy,RU,62.54,113.96,68.0,60,87,2.24,overcast clouds,0.0,0
499,Roanoke Rapids,US,36.46,-77.65,82.4,78,1,3.36,clear sky,0.0,0
500,Quatre Cocos,MU,-20.21,57.76,75.2,60,40,18.34,scattered clouds,0.0,0
501,Maldonado,UY,-34.67,-54.92,51.01,66,31,9.17,scattered clouds,0.0,0
502,Baleshwar,IN,21.49,86.93,87.44,70,99,11.32,overcast clouds,0.0,0
503,Pithora,IN,21.27,82.52,81.72,75,98,7.92,overcast clouds,0.0,0
504,Kudahuvadhoo,MV,2.67,72.89,84.87,65,99,3.62,overcast clouds,0.0,0
505,Agadez,NE,19.75,10.25,106.63,8,0,3.13,clear sky,0.0,0
506,Maralal,KE,1.1,36.7,72.27,51,52,4.5,light rain,0.17,0
507,Gondanglegi,ID,-7.75,112.01,75.13,79,85,10.4,overcast clouds,0.0,0
508,Mayfield,US,36.74,-88.64,68.0,100,90,9.17,overcast clouds,0.0,0
509,La Rioja,ES,42.25,-2.5,73.4,64,99,8.05,overcast clouds,0.0,0
510,Vangaindrano,MG,-23.35,47.6,71.22,80,3,9.28,clear sky,0.0,0
511,Buala,SB,-8.14,159.59,81.14,81,89,9.86,light rain,0.14,0
512,General Roca,AR,-39.03,-67.58,42.8,75,40,1.12,scattered clouds,0.0,0
513,Dunedin,NZ,-45.87,170.5,39.99,84,2,1.99,clear sky,0.0,0
514,La Asuncion,VE,11.03,-63.86,91.4,63,26,14.99,scattered clouds,0.0,0
515,Lahijan,IR,37.21,50.0,80.6,74,75,6.93,thunderstorm,0.0,0
516,Iberia,US,29.95,-91.75,82.4,94,1,6.93,clear sky,0.0,0
517,Dunda,TZ,-8.12,34.25,85.19,19,0,10.49,clear sky,0.0,0
518,Dakar,SN,14.69,-17.44,82.4,83,75,4.7,light rain,0.0,0
519,Venice,US,27.1,-82.45,88.0,79,1,8.05,clear sky,0.0,0
520,Clarence Town,AU,-32.58,151.78,52.0,93,90,6.93,overcast clouds,0.0,0
521,Muncar,ID,-8.43,114.33,76.62,88,41,7.05,light rain,0.11,0
522,Pozzallo,IT,36.73,14.85,89.6,29,0,8.05,clear sky,0.0,0
523,Pitimbu,BR,-7.47,-34.81,82.4,65,40,17.22,scattered clouds,0.0,0
524,Vestmannaeyjar,IS,63.44,-20.27,51.8,87,90,8.05,drizzle,0.0,0
525,Kavaratti,IN,10.57,72.64,82.67,77,100,13.51,moderate rain,1.32,0
526,Were Ilu,ET,10.6,39.43,70.81,39,98,6.42,overcast clouds,0.0,0
527,Ewo,CG,-0.87,14.82,85.82,55,81,4.29,light rain,0.91,0
528,Atar,MR,20.52,-13.05,103.14,24,37,5.53,scattered clouds,0.0,0
529,Ngong,KE,-1.36,36.66,78.8,36,75,13.87,broken clouds,0.0,0
530,Khed,IN,17.72,73.38,80.11,84,100,2.8,moderate rain,1.26,0
531,Sibolga,ID,1.74,98.78,76.98,83,76,3.96,light rain,0.3,0
532,Huarmey,PE,-10.07,-78.15,63.46,74,69,5.84,broken clouds,0.0,0
533,Paamiut,GL,61.99,-49.67,42.76,88,100,2.01,overcast clouds,0.0,0
534,Monrovia,LR,6.3,-10.8,82.4,74,75,4.7,broken clouds,0.0,0
535,Beboto,TD,8.27,16.94,87.04,57,5,4.47,clear sky,0.0,0
536,Murgab,TM,37.5,61.97,102.2,14,29,11.41,scattered clouds,0.0,0
537,Kikwit,CD,-5.04,18.82,90.81,37,64,3.24,broken clouds,0.0,0
538,Macusani,PE,-14.08,-70.43,46.18,50,0,3.06,clear sky,0.0,0
539,Rtishchevo,RU,52.26,43.79,80.28,55,0,5.44,clear sky,0.0,0
540,Campos Novos,BR,-27.4,-51.23,59.18,95,72,4.81,light rain,0.36,0
541,Green River,US,41.53,-109.47,59.0,28,1,4.7,clear sky,0.0,0
542,Takab,IR,36.4,47.11,69.76,51,63,11.68,light rain,0.65,0
543,Petlad,IN,22.47,72.8,82.4,88,90,3.36,light rain,0.0,0
544,Jequie,BR,-13.86,-40.08,75.58,63,93,4.32,overcast clouds,0.0,0
545,Karaton,ID,-6.34,106.1,82.4,74,20,5.82,few clouds,0.0,0
546,Pathein,MM,16.78,94.73,81.28,85,100,5.32,overcast clouds,0.0,0
547,Ust-Omchug,RU,61.15,149.63,53.33,70,34,1.63,scattered clouds,0.0,0
548,Chumikan,RU,54.72,135.31,49.26,92,25,4.18,scattered clouds,0.0,0
549,Goderich,CA,43.75,-81.72,68.0,82,100,11.21,overcast clouds,0.0,0
550,Usinsk,RU,65.99,57.53,66.51,69,41,18.25,light rain,0.76,0
551,Bata,GQ,1.86,9.77,79.29,82,60,11.16,light rain,0.49,0
552,Safaga,EG,26.73,33.94,100.4,19,40,18.34,scattered clouds,0.0,0
553,San Andres,CO,12.58,-81.7,78.8,88,75,14.99,light intensity drizzle,0.0,0
554,Trinidad,BO,-14.83,-64.9,75.2,83,52,9.17,broken clouds,0.0,0
555,Marapanim,BR,-0.72,-47.7,87.62,56,0,5.64,clear sky,0.0,0
556,Carbonia,IT,39.17,8.52,98.6,14,0,16.11,clear sky,0.0,0
557,Tuatapere,NZ,-46.13,167.68,39.0,83,81,3.0,broken clouds,0.0,0
558,Denpasar,ID,-8.65,115.22,78.8,100,40,10.29,scattered clouds,0.0,0
559,Jaciara,BR,-15.97,-54.97,86.16,36,55,6.98,broken clouds,0.0,0
560,Cayenne,GF,4.93,-52.33,84.2,74,1,2.24,light rain,0.74,0
561,Mackay,AU,-21.15,149.2,63.0,92,85,4.56,overcast clouds,0.0,0
562,Riyadh,SA,24.69,46.72,109.4,10,5,14.99,clear sky,0.0,0
563,Sept-Iles,CA,50.2,-66.38,70.0,94,90,4.7,overcast clouds,0.0,0
564,Wajir,KE,1.75,40.06,93.04,30,6,20.11,clear sky,0.0,0
565,Murud,IN,18.33,72.97,81.75,83,100,6.02,light rain,0.98,0
566,Angoche,MZ,-16.23,39.91,77.16,67,0,10.22,clear sky,0.0,0
567,Otrado-Kubanskoye,RU,45.24,40.84,93.9,34,7,7.07,clear sky,0.0,0
568,Mtwara,TZ,-10.27,40.18,79.72,65,6,14.07,clear sky,0.0,0
569,Havre-Saint-Pierre,CA,50.23,-63.6,68.0,94,90,12.75,overcast clouds,0.0,0
570,Milledgeville,US,33.08,-83.23,79.0,78,1,4.18,clear sky,0.0,0
571,Ojinaga,MX,29.57,-104.42,86.0,27,1,3.36,clear sky,0.0,0
572,Gat,IL,31.61,34.76,84.99,61,0,1.01,clear sky,0.0,0
573,Olinda,BR,-8.01,-34.86,82.4,58,40,13.87,scattered clouds,0.0,0
574,Natal,BR,-5.79,-35.21,80.6,74,40,11.41,scattered clouds,0.0,0
575,Araouane,ML,18.9,-3.53,103.26,19,24,4.54,few clouds,0.0,0
576,Cape Canaveral,US,28.41,-80.6,84.99,88,40,8.05,scattered clouds,0.0,0
